Row #,Taxon Order,Category,Common Name,Scientific Name,Count,Location,S/P,Date,LocID,SubID,Exotic,Countable
1628,7560,species,American Bittern,Botaurus lentiginosus,1,Marais 3 à 5 (Canards Illimités),CA-QC,05 Apr 2013,L1145146,S15364580,,1
1629,267,species,Snow Goose,Anser caerulescens,,Marais 3 à 5 (Canards Illimités),CA-QC,05 Apr 2013,L1145146,S15364580,,1
1630,9243,species,Great Gray Owl,Strix nebulosa,1,Ottawa--Kanata (March Valley Road),CA-ON,11 Mar 2013,L371379,S15364854,,1
1631,11400,species,Downy Woodpecker,Dryobates pubescens,1,Wolfe Island,CA-ON,16 Feb 2013,L1022214,S15371295,,1
1632,9219,species,Barred Owl,Strix varia,2,Wolfe Island,CA-ON,16 Feb 2013,L1022214,S15371295,,1
1633,770,species,Red-breasted Merganser,Mergus serrator,1,Wolfe Island,CA-ON,16 Feb 2013,L1022214,S15371295,,1
1634,32483,species,Redpoll,Acanthis flammea,,Ottawa--Rideau Forest,CA-ON,02 Feb 2013,L2381380,S15666107,,1
1635,700,species,Lesser Scaup,Aythya affinis,,Merritt Island NWR--Black Point Wildlife Drive,US-FL,01 Jan 2013,L127381,S15371043,,1
1636,594,species,Northern Pintail,Anas acuta,,Merritt Island NWR--Black Point Wildlife Drive,US-FL,01 Jan 2013,L127381,S15371043,,1
1637,517,species,American Wigeon,Mareca americana,,Merritt Island NWR--Black Point Wildlife Drive,US-FL,01 Jan 2013,L127381,S15371043,,1
1638,501,species,Northern Shoveler,Spatula clypeata,,Merritt Island NWR--Black Point Wildlife Drive,US-FL,01 Jan 2013,L127381,S15371043,,1
1639,6189,species,Sanderling,Calidris alba,,Islamorada,US-FL,31 Dec 2012,L250986,S15371090,,1
1640,6061,species,Long-billed Dowitcher,Limnodromus scolopaceus,,Islamorada,US-FL,31 Dec 2012,L250986,S15371090,,1
1641,6490,species,Laughing Gull,Leucophaeus atricilla,,Homestead Bayfront Park,US-FL,25 Dec 2012,L127432,S15371112,,1
1642,7424,species,Double-crested Cormorant,Nannopterum auritum,,Everglades NP (Please consider using more specific locations),US-FL,25 Dec 2012,L3499263,S15371142,,1
1643,11199,species,Red-bellied Woodpecker,Melanerpes carolinus,,Paynes Prairie Preserve SP--East of US 441 (Please consider using a more specific location/hotspot),US-FL,17 Dec 2012,L127275,S15370904,,1
1644,8487,species,Red-shouldered Hawk,Buteo lineatus,,Paynes Prairie Preserve SP--East of US 441 (Please consider using a more specific location/hotspot),US-FL,17 Dec 2012,L127275,S15370904,,1
1645,8367,species,Bald Eagle,Haliaeetus leucocephalus,,Paynes Prairie Preserve SP--East of US 441 (Please consider using a more specific location/hotspot),US-FL,17 Dec 2012,L127275,S15370904,,1
1646,7791,species,American White Pelican,Pelecanus erythrorhynchos,,Paynes Prairie Preserve SP--East of US 441 (Please consider using a more specific location/hotspot),US-FL,17 Dec 2012,L127275,S15370904,,1
1648,6145,species,Lesser Yellowlegs,Tringa flavipes,,Paynes Prairie Preserve SP--East of US 441 (Please consider using a more specific location/hotspot),US-FL,17 Dec 2012,L127275,S15370904,,1
1649,6104,species,Wilson's Snipe,Gallinago delicata,,Paynes Prairie Preserve SP--East of US 441 (Please consider using a more specific location/hotspot),US-FL,17 Dec 2012,L127275,S15370904,,1
1650,5697,species,Sandhill Crane,Antigone canadensis,,Paynes Prairie Preserve SP--East of US 441 (Please consider using a more specific location/hotspot),US-FL,17 Dec 2012,L127275,S15370904,,1
1651,5468,species,Common Gallinule,Gallinula galeata,,Paynes Prairie Preserve SP--East of US 441 (Please consider using a more specific location/hotspot),US-FL,17 Dec 2012,L127275,S15370904,,1
1652,742,species,Bufflehead,Bucephala albeola,,Ottawa--Andrew Haydon Park,CA-ON,09 Dec 2012,L384642,S15371371,,1
1653,754,species,Hooded Merganser,Lophodytes cucullatus,,Ottawa--Billings Bridge,CA-ON,26 Nov 2012,L1924584,S15364885,,1
1654,32221,species,Pine Grosbeak,Pinicola enucleator,,Ottawa--Rideau Forest,CA-ON,21 Nov 2012,L2381380,S15665814,,1
1655,12062,species,Merlin,Falco columbarius,1,Emerald Links,CA-ON,19 Nov 2012,L2381401,S15365016,,1
1656,32324,species,Purple Finch,Haemorhous purpureus,,Ottawa--Rideau Forest,CA-ON,27 Oct 2012,L2381380,S15665791,,1
1657,545,species,Mallard,Anas platyrhynchos,,Ottawa--Rideau Forest,CA-ON,09 Sep 2012,L2381380,S15665764,,1
1658,32617,species,American Goldfinch,Spinus tristis,,Ottawa--MacDonald-Cartier International Airport (High Road),CA-ON,19 Jun 2012,L1217618,S15371413,,1
1659,28126,species,Eastern Bluebird,Sialia sialis,,Ottawa--MacDonald-Cartier International Airport (High Road),CA-ON,19 Jun 2012,L1217618,S15371413,,1
1660,29888,species,Cedar Waxwing,Bombycilla cedrorum,,Ottawa--Rideau Forest,CA-ON,13 Jun 2012,L2381380,S15665777,,1
1661,34200,species,Black-throated Gray Warbler,Setophaga nigrescens,1,Grand Canyon NP--North Rim,US-AZ,30 May 2012,L244396,S81584260,,1
1662,21274,species,Steller's Jay,Cyanocitta stelleri,1,Grand Canyon NP--North Rim,US-AZ,30 May 2012,L244396,S81584260,,1
1663,33833,species,Brown-headed Cowbird,Molothrus ater,,Grand Canyon NP--South Rim,US-AZ,28 May 2012,L281856,S15371239,,1
1664,21624,species,Common Raven,Corvus corax,,Grand Canyon NP--South Rim,US-AZ,28 May 2012,L281856,S15371239,,1
1665,21309,species,Woodhouse's Scrub-Jay,Aphelocoma woodhouseii,,Grand Canyon NP--South Rim,US-AZ,28 May 2012,L281856,S15371239,,1
1666,33564,species,Bobolink,Dolichonyx oryzivorus,,Ottawa--MacDonald-Cartier International Airport (High Road),CA-ON,24 May 2012,L1217618,S15371438,,1
1667,27191,species,Northern House Wren,Troglodytes aedon,,Ottawa--MacDonald-Cartier International Airport (High Road),CA-ON,24 May 2012,L1217618,S15371462,,1
1668,11126,species,Yellow-bellied Sapsucker,Sphyrapicus varius,,Ottawa--Rideau Forest,CA-ON,14 May 2012,L2381380,S15665773,,1
1669,7808,species,California Condor,Gymnogyps californianus,4,Road to North Rim,US-AZ,30 Apr 2012,L2381390,S15364933,,1
1670,33679,species,Orchard Oriole,Icterus spurius,1,Hopkins-Sittee River area,BZ-SC,03 Dec 2011,L660679,S15367714,,1
1671,16429,species,Common Tody-Flycatcher,Todirostrum cinereum,1,Hopkins-Sittee River area,BZ-SC,03 Dec 2011,L660679,S15367714,,1
1672,35574,species,Morelet's Seedeater,Sporophila morelleti,,Cockscomb Basin Wildlife Sanctuary,BZ-SC,02 Dec 2011,L330946,S15367676,,1
1673,35022,species,Golden-hooded Tanager,Stilpnia larvata,,Cockscomb Basin Wildlife Sanctuary,BZ-SC,02 Dec 2011,L330946,S15367676,,1
1674,34786,species,Black-throated Shrike-Tanager,Lanio aurantius,,Cockscomb Basin Wildlife Sanctuary,BZ-SC,02 Dec 2011,L330946,S15367676,,1
1675,34740,species,Gray-headed Tanager,Eucometis penicillata,,Cockscomb Basin Wildlife Sanctuary,BZ-SC,02 Dec 2011,L330946,S15367676,,1
1676,34607,species,Indigo Bunting,Passerina cyanea,,Cockscomb Basin Wildlife Sanctuary,BZ-SC,02 Dec 2011,L330946,S15367676,,1
1677,34598,species,Blue Grosbeak,Passerina caerulea,,Cockscomb Basin Wildlife Sanctuary,BZ-SC,02 Dec 2011,L330946,S15367676,,1
1678,34505,species,Black-faced Grosbeak,Caryothraustes poliogaster,,Cockscomb Basin Wildlife Sanctuary,BZ-SC,02 Dec 2011,L330946,S15367676,,1
1679,33051,species,Orange-billed Sparrow,Arremon aurantiirostris,,Cockscomb Basin Wildlife Sanctuary,BZ-SC,02 Dec 2011,L330946,S15367676,,1
1680,32042,species,Olive-backed Euphonia,Euphonia gouldi,,Cockscomb Basin Wildlife Sanctuary,BZ-SC,02 Dec 2011,L330946,S15367676,,1
1681,27491,species,Spot-breasted Wren,Pheugopedius maculipectus,,Cockscomb Basin Wildlife Sanctuary,BZ-SC,02 Dec 2011,L330946,S15367676,,1
1682,15764,species,White-collared Manakin,Manacus candei,,Cockscomb Basin Wildlife Sanctuary,BZ-SC,02 Dec 2011,L330946,S15367676,,1
1683,14660,species,Tawny-winged Woodcreeper,Dendrocincla anabatina,,Cockscomb Basin Wildlife Sanctuary,BZ-SC,02 Dec 2011,L330946,S15367676,,1
1684,14655,species,Ruddy Woodcreeper,Dendrocincla homochroa,1,Cockscomb Basin Wildlife Sanctuary,BZ-SC,02 Dec 2011,L330946,S15367676,,1
1685,13817,species,Dot-winged Antwren,Microrhopias quixensis,,Cockscomb Basin Wildlife Sanctuary,BZ-SC,02 Dec 2011,L330946,S15367676,,1
1686,10424,species,White-whiskered Puffbird,Malacoptila panamensis,1,Cockscomb Basin Wildlife Sanctuary,BZ-SC,02 Dec 2011,L330946,S15367676,,1
1687,5192,species,White-bellied Emerald,Chlorestes candida,,Cockscomb Basin Wildlife Sanctuary,BZ-SC,02 Dec 2011,L330946,S15367676,,1
1688,4388,species,Green-breasted Mango,Anthracothorax prevostii,,Cockscomb Basin Wildlife Sanctuary,BZ-SC,02 Dec 2011,L330946,S15367676,,1
1689,4357,species,Brown Violetear,Colibri delphinae,1,Cockscomb Basin Wildlife Sanctuary,BZ-SC,02 Dec 2011,L330946,S15367676,,1
1690,4310,species,Stripe-throated Hermit,Phaethornis striigularis,,Cockscomb Basin Wildlife Sanctuary,BZ-SC,02 Dec 2011,L330946,S15367676,,1
1691,4227,species,White-necked Jacobin,Florisuga mellivora,,Cockscomb Basin Wildlife Sanctuary,BZ-SC,02 Dec 2011,L330946,S15367676,,1
1692,35560,species,Variable Seedeater,Sporophila corvina,,Blue Hole National Park,BZ-CY,01 Dec 2011,L2381840,S15367650,,1
1693,34800,species,Scarlet-rumped Tanager,Ramphocelus passerinii,,Blue Hole National Park,BZ-CY,01 Dec 2011,L2381840,S15367650,,1
1694,34793,species,Crimson-collared Tanager,Ramphocelus sanguinolentus,,Blue Hole National Park,BZ-CY,01 Dec 2011,L2381840,S15367650,,1
1695,34480,species,Red-throated Ant-Tanager,Driophlox fuscicauda,,Blue Hole National Park,BZ-CY,01 Dec 2011,L2381840,S15367650,,1
1696,34432,species,Summer Tanager,Piranga rubra,1,Blue Hole National Park,BZ-CY,01 Dec 2011,L2381840,S15367650,,1
1697,33956,species,Golden-winged Warbler,Vermivora chrysoptera,,Blue Hole National Park,BZ-CY,01 Dec 2011,L2381840,S15367650,,1
1698,27161,species,Nightingale Wren,Microcerculus philomela,,Blue Hole National Park,BZ-CY,01 Dec 2011,L2381840,S15367650,,1
1699,27074,species,Long-billed Gnatwren,Ramphocaenus melanurus,,Blue Hole National Park,BZ-CY,01 Dec 2011,L2381840,S15367650,,1
1700,16475,species,Yellow-olive Flatbill,Tolmomyias sulphurescens,,Blue Hole National Park,BZ-CY,01 Dec 2011,L2381840,S15367650,,1
1701,16124,species,Sulphur-rumped Flycatcher,Myiobius sulphureipygius,,Blue Hole National Park,BZ-CY,01 Dec 2011,L2381840,S15367650,,1
1702,16073,species,Rose-throated Becard,Pachyramphus aglaiae,,Blue Hole National Park,BZ-CY,01 Dec 2011,L2381840,S15367650,,1
1703,16048,species,White-winged Becard,Pachyramphus polychopterus,,Blue Hole National Park,BZ-CY,01 Dec 2011,L2381840,S15367650,,1
1704,14613,species,Olivaceous Woodcreeper,Sittasomus griseicapillus,,Blue Hole National Park,BZ-CY,01 Dec 2011,L2381840,S15367650,,1
1705,13906,species,Dusky Antbird,Cercomacroides tyrannina,,Blue Hole National Park,BZ-CY,01 Dec 2011,L2381840,S15367650,,1
1706,11455,species,Smoky-brown Woodpecker,Leuconotopicus fumigatus,,Blue Hole National Park,BZ-CY,01 Dec 2011,L2381840,S15367650,,1
1707,10499,species,Rufous-tailed Jacamar,Galbula ruficauda,1,Blue Hole National Park,BZ-CY,01 Dec 2011,L2381840,S15367650,,1
1708,9857,species,Lesson's Motmot,Momotus lessonii,,Blue Hole National Park,BZ-CY,01 Dec 2011,L2381840,S15367650,,1
1709,1999,species,Short-billed Pigeon,Patagioenas nigrirostris,2,Blue Hole National Park,BZ-CY,01 Dec 2011,L2381840,S15367650,,1
1710,1940,species,Pale-vented Pigeon,Patagioenas cayennensis,,Blue Hole National Park,BZ-CY,01 Dec 2011,L2381840,S15367650,,1
1711,35692,species,Yellow-faced Grassquit,Tiaris olivaceus,1,Mountain Pine Ridge--Big Rock Falls,BZ-CY,30 Nov 2011,L1087359,S15367631,,1
1712,35510,species,Blue-black Grassquit,Volatinia jacarina,1,Mountain Pine Ridge--Big Rock Falls,BZ-CY,30 Nov 2011,L1087359,S15367631,,1
1713,9579,species,Collared Trogon,Trogon collaris,1,Mountain Pine Ridge--Big Rock Falls,BZ-CY,30 Nov 2011,L1087359,S15367631,,1
1714,9534,species,Black-headed Trogon,Trogon melanocephalus,1,Mountain Pine Ridge--Big Rock Falls,BZ-CY,30 Nov 2011,L1087359,S15367631,,1
1715,9522,species,Slaty-tailed Trogon,Trogon massena,1,Mountain Pine Ridge--Big Rock Falls,BZ-CY,30 Nov 2011,L1087359,S15367631,,1
1716,9269,species,Stygian Owl,Asio stygius,1,Mountain Pine Ridge--Big Rock Falls,BZ-CY,30 Nov 2011,L1087359,S15367631,,1
1717,8506,species,Red-tailed Hawk,Buteo jamaicensis,1,Mountain Pine Ridge--Big Rock Falls,BZ-CY,30 Nov 2011,L1087359,S15367631,,1
1718,17368,species,Great Kiskadee,Pitangus sulphuratus,,Crystal Paradise Resort,BZ-CY,29 Nov 2011,L607774,S15367600,,1
1719,8463,species,White Hawk,Pseudastur albicollis,2,Crystal Paradise Resort,BZ-CY,29 Nov 2011,L607774,S15367600,,1
1720,16963,species,Least Flycatcher,Empidonax minimus,,El Pilar Archaeological Site,BZ-CY,29 Nov 2011,L499342,S15367578,,1
1721,4368,species,Purple-crowned Fairy,Heliothryx barroti,1,El Pilar Archaeological Site,BZ-CY,29 Nov 2011,L499342,S15367578,,1
1722,3218,species,Common Squirrel-Cuckoo,Piaya cayana,,El Pilar Archaeological Site,BZ-CY,29 Nov 2011,L499342,S15367578,,1
1723,945,species,Plain Chachalaca,Ortalis vetula,,El Pilar Archaeological Site,BZ-CY,29 Nov 2011,L499342,S15367578,,1
1724,24070,species,Mangrove Swallow,Tachycineta albilinea,3,Crooked Tree Village,BZ-BZ,28 Nov 2011,L2084266,S15367479,,1
1725,17452,species,Tropical Kingbird,Tyrannus melancholicus,,Crooked Tree Village,BZ-BZ,28 Nov 2011,L2084266,S15367479,,1
1726,14844,species,Ivory-billed Woodcreeper,Xiphorhynchus flavigaster,1,Crooked Tree Village,BZ-BZ,28 Nov 2011,L2084266,S15367479,,1
1727,13092,species,Olive-throated Parakeet,Eupsittula nana,,Crooked Tree Village,BZ-BZ,28 Nov 2011,L2084266,S15367479,,1
1728,12909,species,Red-lored Amazon,Amazona autumnalis,1,Crooked Tree Village,BZ-BZ,28 Nov 2011,L2084266,S15367479,,1
1729,10316,species,Green Kingfisher,Chloroceryle americana,1,Crooked Tree Village,BZ-BZ,28 Nov 2011,L2084266,S15367479,,1
1730,8430,species,Roadside Hawk,Rupornis magnirostris,,Crooked Tree Village,BZ-BZ,28 Nov 2011,L2084266,S15367479,,1
1731,8400,species,Black-collared Hawk,Busarellus nigricollis,,Crooked Tree Village,BZ-BZ,28 Nov 2011,L2084266,S15367479,,1
1732,7832,species,Osprey,Pandion haliaetus,,Crooked Tree Village,BZ-BZ,28 Nov 2011,L2084266,S15367479,,1
1733,7811,species,Black Vulture,Coragyps atratus,,Crooked Tree Village,BZ-BZ,28 Nov 2011,L2084266,S15367479,,1
1734,7753,species,Great Blue Heron,Ardea herodias,1,Crooked Tree Village,BZ-BZ,28 Nov 2011,L2084266,S15367479,,1
1735,7600,species,Black-crowned Night Heron,Nycticorax nycticorax,,Crooked Tree Village,BZ-BZ,28 Nov 2011,L2084266,S15367479,,1
1736,7546,species,Boat-billed Heron,Cochlearius cochlearius,,Crooked Tree Village,BZ-BZ,28 Nov 2011,L2084266,S15367479,,1
1737,7301,species,Jabiru,Jabiru mycteria,,Crooked Tree Village,BZ-BZ,28 Nov 2011,L2084266,S15367479,,1
1738,6126,species,Spotted Sandpiper,Actitis macularius,,Crooked Tree Village,BZ-BZ,28 Nov 2011,L2084266,S15367479,,1
1739,5988,species,Northern Jacana,Jacana spinosa,,Crooked Tree Village,BZ-BZ,28 Nov 2011,L2084266,S15367479,,1
1740,5671,species,Limpkin,Aramus guarauna,,Crooked Tree Village,BZ-BZ,28 Nov 2011,L2084266,S15367479,,1
1741,5111,species,Rufous-tailed Hummingbird,Amazilia tzacatl,,Crooked Tree Village,BZ-BZ,28 Nov 2011,L2084266,S15367479,,1
1742,3527,species,Common Pauraque,Nyctidromus albicollis,,Crooked Tree Village,BZ-BZ,28 Nov 2011,L2084266,S15367479,,1
1743,3027,species,Groove-billed Ani,Crotophaga sulcirostris,11,Crooked Tree Village,BZ-BZ,28 Nov 2011,L2084266,S15367479,,1
1744,2268,species,Ruddy Ground Dove,Columbina talpacoti,,Crooked Tree Village,BZ-BZ,28 Nov 2011,L2084266,S15367479,,1
1745,243,species,Black-bellied Whistling-Duck,Dendrocygna autumnalis,,Crooked Tree Village,BZ-BZ,28 Nov 2011,L2084266,S15367479,,1
1746,21222,species,Brown Jay,Cyanocorax morio,,Lamanai Maya site,BZ-OW,27 Nov 2011,L454524,S15367549,,1
1747,9157,species,Mottled Owl,Strix virgata,,Lamanai Maya site,BZ-OW,27 Nov 2011,L454524,S15367549,,1
1748,8421,species,Great Black Hawk,Buteogallus urubitinga,1,Lamanai Maya site,BZ-OW,27 Nov 2011,L454524,S15367549,,1
1749,8403,species,Snail Kite,Rostrhamus sociabilis,1,Lamanai Maya site,BZ-OW,27 Nov 2011,L454524,S15367549,,1
1750,7367,species,Anhinga,Anhinga anhinga,,Lamanai Maya site,BZ-OW,27 Nov 2011,L454524,S15367549,,1
1751,35806,species,Cinnamon-bellied Saltator,Saltator grandis,,Orange Walk,BZ-OW,26 Nov 2011,L295270,S15368874,,1
1752,35792,species,Black-headed Saltator,Saltator atriceps,,Orange Walk,BZ-OW,26 Nov 2011,L295270,S15368874,,1
1753,35546,species,Thick-billed Seed-Finch,Sporophila funerea,,Orange Walk,BZ-OW,26 Nov 2011,L295270,S15368874,,1
1754,35174,species,Red-legged Honeycreeper,Cyanerpes cyaneus,,Orange Walk,BZ-OW,26 Nov 2011,L295270,S15368874,,1
1755,34956,species,Yellow-winged Tanager,Thraupis abbas,,Orange Walk,BZ-OW,26 Nov 2011,L295270,S15368874,,1
1756,34933,species,Blue-gray Tanager,Thraupis episcopus,,Orange Walk,BZ-OW,26 Nov 2011,L295270,S15368874,,1
1757,34580,species,Blue-black Grosbeak,Cyanoloxia cyanoides,,Orange Walk,BZ-OW,26 Nov 2011,L295270,S15368874,,1
1758,34459,species,Red-crowned Ant-Tanager,Habia rubica,,Orange Walk,BZ-OW,26 Nov 2011,L295270,S15368874,,1
1759,34413,species,Hepatic Tanager,Piranga flava,1,Orange Walk,BZ-OW,26 Nov 2011,L295270,S15368874,,1
1760,34346,species,Wilson's Warbler,Cardellina pusilla,,Orange Walk,BZ-OW,26 Nov 2011,L295270,S15368874,,1
1761,34218,species,Black-throated Green Warbler,Setophaga virens,,Orange Walk,BZ-OW,26 Nov 2011,L295270,S15368874,,1
1762,34194,species,Grace's Warbler,Setophaga graciae,,Orange Walk,BZ-OW,26 Nov 2011,L295270,S15368874,,1
1763,34171,species,Yellow-throated Warbler,Setophaga dominica,,Orange Walk,BZ-OW,26 Nov 2011,L295270,S15368874,,1
1764,34159,species,Yellow-rumped Warbler,Setophaga coronata,,Orange Walk,BZ-OW,26 Nov 2011,L295270,S15368874,,1
1765,34087,species,Northern Yellow Warbler,Setophaga aestiva,,Orange Walk,BZ-OW,26 Nov 2011,L295270,S15368874,,1
1766,34079,species,Magnolia Warbler,Setophaga magnolia,,Orange Walk,BZ-OW,26 Nov 2011,L295270,S15368874,,1
1767,34063,species,Northern Parula,Setophaga americana,,Orange Walk,BZ-OW,26 Nov 2011,L295270,S15368874,,1
1768,34058,species,American Redstart,Setophaga ruticilla,,Orange Walk,BZ-OW,26 Nov 2011,L295270,S15368874,,1
1769,34057,species,Hooded Warbler,Setophaga citrina,,Orange Walk,BZ-OW,26 Nov 2011,L295270,S15368874,,1
1770,34028,species,Common Yellowthroat,Geothlypis trichas,,Orange Walk,BZ-OW,26 Nov 2011,L295270,S15368874,,1
1771,34011,species,Kentucky Warbler,Geothlypis formosa,,Orange Walk,BZ-OW,26 Nov 2011,L295270,S15368874,,1
1772,33981,species,Nashville Warbler,Leiothlypis ruficapilla,1,Orange Walk,BZ-OW,26 Nov 2011,L295270,S15368874,,1
1773,33962,species,Black-and-white Warbler,Mniotilta varia,,Orange Walk,BZ-OW,26 Nov 2011,L295270,S15368874,,1
1774,33957,species,Blue-winged Warbler,Vermivora cyanoptera,,Orange Walk,BZ-OW,26 Nov 2011,L295270,S15368874,,1
1775,33953,species,Northern Waterthrush,Parkesia noveboracensis,,Orange Walk,BZ-OW,26 Nov 2011,L295270,S15368874,,1
1776,33952,species,Louisiana Waterthrush,Parkesia motacilla,,Orange Walk,BZ-OW,26 Nov 2011,L295270,S15368874,,1
1777,33950,species,Worm-eating Warbler,Helmitheros vermivorum,,Orange Walk,BZ-OW,26 Nov 2011,L295270,S15368874,,1
1778,33843,species,Melodious Blackbird,Dives dives,,Orange Walk,BZ-OW,26 Nov 2011,L295270,S15368874,,1
1779,33770,species,Baltimore Oriole,Icterus galbula,,Orange Walk,BZ-OW,26 Nov 2011,L295270,S15368874,,1
1780,33755,species,Altamira Oriole,Icterus gularis,,Orange Walk,BZ-OW,26 Nov 2011,L295270,S15368874,,1
1781,33700,species,Yellow-tailed Oriole,Icterus mesomelas,,Orange Walk,BZ-OW,26 Nov 2011,L295270,S15368874,,1
1782,33694,species,Yellow-backed Oriole,Icterus chrysater,,Orange Walk,BZ-OW,26 Nov 2011,L295270,S15368874,,1
1783,33682,species,Hooded Oriole,Icterus cucullatus,,Orange Walk,BZ-OW,26 Nov 2011,L295270,S15368874,,1
1784,33676,species,Black-cowled Oriole,Icterus prosthemelas,,Orange Walk,BZ-OW,26 Nov 2011,L295270,S15368874,,1
1785,33632,species,Montezuma Oropendola,Psarocolius montezuma,,Orange Walk,BZ-OW,26 Nov 2011,L295270,S15368874,,1
1786,33607,species,Yellow-billed Cacique,Amblycercus holosericeus,,Orange Walk,BZ-OW,26 Nov 2011,L295270,S15368874,,1
1787,33363,species,Rusty Sparrow,Aimophila rufescens,1,Orange Walk,BZ-OW,26 Nov 2011,L295270,S15368874,,1
1788,32978,species,Green-backed Sparrow,Arremonops chloronotus,,Orange Walk,BZ-OW,26 Nov 2011,L295270,S15368874,,1
1789,32604,species,Black-headed Siskin,Spinus notatus,1,Orange Walk,BZ-OW,26 Nov 2011,L295270,S15368874,,1
1790,28767,species,Clay-colored Thrush,Turdus grayi,,Orange Walk,BZ-OW,26 Nov 2011,L295270,S15368874,,1
1791,28347,species,Wood Thrush,Hylocichla mustelina,,Orange Walk,BZ-OW,26 Nov 2011,L295270,S15368874,,1
1792,28101,species,Tropical Mockingbird,Mimus gilvus,,Orange Walk,BZ-OW,26 Nov 2011,L295270,S15368874,,1
1793,28000,species,Gray Catbird,Dumetella carolinensis,,Orange Walk,BZ-OW,26 Nov 2011,L295270,S15368874,,1
1794,27594,species,White-breasted Wood-Wren,Henicorhina leucosticta,,Orange Walk,BZ-OW,26 Nov 2011,L295270,S15368874,,1
1795,27383,species,Band-backed Wren,Campylorhynchus zonatus,,Orange Walk,BZ-OW,26 Nov 2011,L295270,S15368874,,1
1796,27123,species,Blue-gray Gnatcatcher,Polioptila caerulea,,Orange Walk,BZ-OW,26 Nov 2011,L295270,S15368874,,1
1797,24106,species,Northern Rough-winged Swallow,Stelgidopteryx serripennis,,Orange Walk,BZ-OW,26 Nov 2011,L295270,S15368874,,1
1798,21233,species,Green Jay,Cyanocorax yncas,,Orange Walk,BZ-OW,26 Nov 2011,L295270,S15368874,,1
1799,19220,species,Yellow-throated Vireo,Vireo flavifrons,,Orange Walk,BZ-OW,26 Nov 2011,L295270,S15368874,,1
1800,19165,species,White-eyed Vireo,Vireo griseus,,Orange Walk,BZ-OW,26 Nov 2011,L295270,S15368874,,1
1801,19136,species,Lesser Greenlet,Pachysylvia decurtata,,Orange Walk,BZ-OW,26 Nov 2011,L295270,S15368874,,1
1802,17494,species,Fork-tailed Flycatcher,Tyrannus savana,,Orange Walk,BZ-OW,26 Nov 2011,L295270,S15368874,,1
1803,17489,species,Scissor-tailed Flycatcher,Tyrannus forficatus,,Orange Walk,BZ-OW,26 Nov 2011,L295270,S15368874,,1
1804,17474,species,Gray Kingbird,Tyrannus dominicensis,1,Orange Walk,BZ-OW,26 Nov 2011,L295270,S15368874,,1
1805,17459,species,Couch's Kingbird,Tyrannus couchii,,Orange Walk,BZ-OW,26 Nov 2011,L295270,S15368874,,1
1806,17392,species,Social Flycatcher,Myiozetetes similis,,Orange Walk,BZ-OW,26 Nov 2011,L295270,S15368874,,1
1807,17379,species,Boat-billed Flycatcher,Megarynchus pitangua,,Orange Walk,BZ-OW,26 Nov 2011,L295270,S15368874,,1
1808,17334,species,Great Crested Flycatcher,Myiarchus crinitus,,Orange Walk,BZ-OW,26 Nov 2011,L295270,S15368874,,1
1809,17284,species,Dusky-capped Flycatcher,Myiarchus tuberculifer,,Orange Walk,BZ-OW,26 Nov 2011,L295270,S15368874,,1
1810,17029,species,Vermilion Flycatcher,Pyrocephalus rubinus,,Orange Walk,BZ-OW,26 Nov 2011,L295270,S15368874,,1
1811,16949,species,Yellow-bellied Flycatcher,Empidonax flaviventris,,Orange Walk,BZ-OW,26 Nov 2011,L295270,S15368874,,1
1812,16917,species,Northern Tropical Pewee,Contopus bogotensis,,Orange Walk,BZ-OW,26 Nov 2011,L295270,S15368874,,1
1813,16410,species,Slate-headed Tody-Flycatcher,Poecilotriccus sylvia,,Orange Walk,BZ-OW,26 Nov 2011,L295270,S15368874,,1
1814,16214,species,Ochre-bellied Flycatcher,Mionectes oleagineus,,Orange Walk,BZ-OW,26 Nov 2011,L295270,S15368874,,1
1815,16164,species,Stub-tailed Spadebill,Platyrinchus cancrominus,,Orange Walk,BZ-OW,26 Nov 2011,L295270,S15368874,,1
1816,15969,species,Masked Tityra,Tityra semifasciata,,Orange Walk,BZ-OW,26 Nov 2011,L295270,S15368874,,1
1817,13491,species,Barred Antshrike,Thamnophilus doliatus,,Orange Walk,BZ-OW,26 Nov 2011,L295270,S15368874,,1
1818,12943,species,White-fronted Amazon,Amazona albifrons,,Orange Walk,BZ-OW,26 Nov 2011,L295270,S15368874,,1
1819,12925,species,Yellow-headed Amazon,Amazona oratrix,,Orange Walk,BZ-OW,26 Nov 2011,L295270,S15368874,,1
1820,12894,species,White-crowned Parrot,Pionus senilis,,Orange Walk,BZ-OW,26 Nov 2011,L295270,S15368874,,1
1821,12096,species,Bat Falcon,Falco rufigularis,,Orange Walk,BZ-OW,26 Nov 2011,L295270,S15368874,,1
1822,12028,species,American Kestrel,Falco sparverius,,Orange Walk,BZ-OW,26 Nov 2011,L295270,S15368874,,1
1823,11754,species,Lineated Woodpecker,Dryocopus lineatus,,Orange Walk,BZ-OW,26 Nov 2011,L295270,S15368874,,1
1824,11562,species,Pale-billed Woodpecker,Campephilus guatemalensis,,Orange Walk,BZ-OW,26 Nov 2011,L295270,S15368874,,1
1825,11183,species,Golden-fronted Woodpecker,Melanerpes aurifrons,,Orange Walk,BZ-OW,26 Nov 2011,L295270,S15368874,,1
